,genre,gross,imdb_score
0,Comedy,0.49,6.4
1,Family,0.49,6.4
0,Crime,0.19,6.6
1,Drama,0.19,6.6
2,Romance,0.19,6.6
3,Thriller,0.19,6.6
0,Comedy,0.3,6.9
0,Action,0.36,6.9
1,Adventure,0.36,6.9
2,Romance,0.36,6.9
3,Sci-Fi,0.36,6.9
4,Thriller,0.36,6.9
0,Crime,0.18,5.8
1,Drama,0.18,5.8
2,Mystery,0.18,5.8
3,Thriller,0.18,5.8
0,Comedy,0.3,6.4
1,Mystery,0.3,6.4
0,Comedy,0.14,5.3
1,Music,0.14,5.3
0,Action,0.2,6.5
1,Crime,0.2,6.5
2,Drama,0.2,6.5
3,Thriller,0.2,6.5
0,Adventure,0.14,5.7
1,Comedy,0.14,5.7
2,Family,0.14,5.7
3,Fantasy,0.14,5.7
0,Comedy,0.13,6.7
0,Action,0.11,3.9
1,Crime,0.11,3.9
2,Sci-Fi,0.11,3.9
3,Thriller,0.11,3.9
0,Action,0.06,4.1
1,Adventure,0.06,4.1
2,Fantasy,0.06,4.1
3,Sci-Fi,0.06,4.1
4,Thriller,0.06,4.1
0,Comedy,0.05,6.2
1,Drama,0.05,6.2
2,Musical,0.05,6.2
3,Romance,0.05,6.2
4,War,0.05,6.2
0,Comedy,0.1,3.8
1,Family,0.1,3.8
2,Romance,0.1,3.8
0,Action,0.16,5.1
1,Crime,0.16,5.1
2,Thriller,0.16,5.1
0,Drama,0.04,7.8
1,Thriller,0.04,7.8
2,War,0.04,7.8
0,Drama,0.01,7.8
1,History,0.01,7.8
2,Music,0.01,7.8
3,Romance,0.01,7.8
4,War,0.01,7.8
0,Action,0.14,6.1
1,Comedy,0.14,6.1
2,Romance,0.14,6.1
0,Comedy,0.21,5.8
1,Crime,0.21,5.8
2,Thriller,0.21,5.8
0,Drama,0.03,6.3
1,Mystery,0.03,6.3
2,Thriller,0.03,6.3
0,Drama,0.02,5.4
1,Thriller,0.02,5.4
0,Comedy,0.01,7.3
1,History,0.01,7.3
0,Crime,0.11,6.8
1,Drama,0.11,6.8
2,Thriller,0.11,6.8
0,Crime,0.49,7.3
1,Drama,0.49,7.3
2,Mystery,0.49,7.3
3,Thriller,0.49,7.3
0,Adventure,0.22,6.5
1,Comedy,0.22,6.5
0,Crime,0.24,7.2
1,Drama,0.24,7.2
2,Thriller,0.24,7.2
0,Comedy,0.17,6.3
1,Romance,0.17,6.3
0,Action,0.47,5.9
1,Adventure,0.47,5.9
2,Thriller,0.47,5.9
0,Animation,0.52,7.8
1,Comedy,0.52,7.8
2,Fantasy,0.52,7.8
3,Musical,0.52,7.8
0,Comedy,0.09,7.4
0,Action,0.43,4.8
1,Adventure,0.43,4.8
2,Comedy,0.43,4.8
3,Family,0.43,4.8
4,Fantasy,0.43,4.8
5,Sci-Fi,0.43,4.8
0,Drama,0.4,6.3
1,Sport,0.4,6.3
0,Comedy,1.32,7.8
1,Drama,1.32,7.8
2,Romance,1.32,7.8
0,Biography,0.37,7.5
1,Crime,0.37,7.5
2,Drama,0.37,7.5
0,Action,0.25,6.8
1,Crime,0.25,6.8
2,Thriller,0.25,6.8
0,Action,0.25,6.6
1,Drama,0.25,6.6
2,Sport,0.25,6.6
0,Horror,0.18,4.6
1,Sci-Fi,0.18,4.6
2,Thriller,0.18,4.6
0,Comedy,0.09,7.1
1,Drama,0.09,7.1
2,Romance,0.09,7.1
0,Comedy,0.16,6.1
1,Drama,0.16,6.1
0,Drama,0.07,6.7
1,Romance,0.07,6.7
0,Drama,0.24,7.1
1,Mystery,0.24,7.1
2,Thriller,0.24,7.1
0,Comedy,0.0,5.8
1,Drama,0.0,5.8
2,Romance,0.0,5.8
0,Drama,0.01,6.7
0,Comedy,0.7,5.8
1,Musical,0.7,5.8
0,Horror,0.03,6.8
1,Sci-Fi,0.03,6.8
2,Thriller,0.03,6.8
0,Action,2.42,8.5
1,Adventure,2.42,8.5
0,Adventure,1.74,6.6
1,Comedy,1.74,6.6
2,Family,1.74,6.6
0,Drama,1.28,7.7
1,Sci-Fi,1.28,7.7
0,Drama,0.2,4.7
1,Horror,0.2,4.7
2,Sci-Fi,0.2,4.7
3,Thriller,0.2,4.7
0,Action,1.54,6.4
1,Comedy,1.54,6.4
2,Crime,1.54,6.4
3,Thriller,1.54,6.4
0,Comedy,1.33,5.5
0,Crime,1.31,8.6
1,Drama,1.31,8.6
2,Horror,1.31,8.6
3,Thriller,1.31,8.6
0,Comedy,1.22,7.0
1,Music,1.22,7.0
0,Action,1.17,7.1
1,Comedy,1.17,7.1
2,Documentary,1.17,7.1
0,Adventure,1.03,5.7
1,Horror,1.03,5.7
2,Thriller,1.03,5.7
0,Adventure,0.94,3.7
1,Comedy,0.94,3.7
2,Drama,0.94,3.7
3,Family,0.94,3.7
4,Romance,0.94,3.7
0,Horror,1.37,7.5
1,Mystery,1.37,7.5
2,Thriller,1.37,7.5
0,Adventure,0.82,4.6
1,Comedy,0.82,4.6
2,Family,0.82,4.6
3,Romance,0.82,4.6
0,Comedy,0.85,4.9
0,Drama,0.8,6.9
1,Mystery,0.8,6.9
2,Thriller,0.8,6.9
0,Comedy,0.81,7.1
1,Music,0.81,7.1
0,Action,0.7,5.8
1,Adventure,0.7,5.8
2,Fantasy,0.7,5.8
3,Sci-Fi,0.7,5.8
4,Thriller,0.7,5.8
0,Drama,0.13,7.0
1,Mystery,0.13,7.0
2,Romance,0.13,7.0
3,Thriller,0.13,7.0
0,Comedy,0.69,5.4
1,Crime,0.69,5.4
0,Comedy,0.83,7.3
1,Drama,0.83,7.3
0,Adventure,0.67,7.1
1,Comedy,0.67,7.1
2,Drama,0.67,7.1
3,Family,0.67,7.1
4,Mystery,0.67,7.1
0,Drama,0.63,5.8
1,Family,0.63,5.8
2,Music,0.63,5.8
3,Romance,0.63,5.8
0,Biography,0.57,8.1
1,Drama,0.57,8.1
2,History,0.57,8.1
0,Comedy,0.56,5.7
1,Drama,0.56,5.7
2,Music,0.56,5.7
3,Romance,0.56,5.7
0,Comedy,0.6,4.4
1,Drama,0.6,4.4
2,Romance,0.6,4.4
0,Fantasy,0.56,7.9
1,Romance,0.56,7.9
0,Drama,0.56,7.6
1,Romance,0.56,7.6
0,Comedy,0.66,4.8
1,Crime,0.66,4.8
2,Drama,0.66,4.8
0,Comedy,0.49,2.7
1,Romance,0.49,2.7
0,Adventure,0.48,5.8
1,Animation,0.48,5.8
2,Family,0.48,5.8
3,Fantasy,0.48,5.8
0,Biography,0.52,7.5
1,Drama,0.52,7.5
2,History,0.52,7.5
0,Adventure,0.48,5.4
1,Animation,0.48,5.4
2,Family,0.48,5.4
3,Musical,0.48,5.4
0,Drama,0.46,4.1
1,Horror,0.46,4.1
2,Mystery,0.46,4.1
3,Thriller,0.46,4.1
0,Drama,0.48,5.9
1,Mystery,0.48,5.9
2,Thriller,0.48,5.9
0,Animation,0.46,6.3
1,Comedy,0.46,6.3
2,Drama,0.46,6.3
3,Family,0.46,6.3
4,Musical,0.46,6.3
0,Adventure,0.43,6.8
1,Family,0.43,6.8
0,Adventure,0.4,2.3
1,Comedy,0.4,2.3
0,Adventure,0.38,6.9
1,Fantasy,0.38,6.9
0,Biography,0.45,8.1
1,Crime,0.45,8.1
2,Drama,0.45,8.1
3,History,0.45,8.1
0,Crime,0.39,6.1
1,Drama,0.39,6.1
2,Thriller,0.39,6.1
0,Horror,0.39,5.0
1,Thriller,0.39,5.0
0,Comedy,0.38,5.5
1,Drama,0.38,5.5
2,Romance,0.38,5.5
0,Adventure,0.38,6.2
1,Comedy,0.38,6.2
2,Fantasy,0.38,6.2
3,Music,0.38,6.2
4,Sci-Fi,0.38,6.2
0,Comedy,0.37,6.2
1,Drama,0.37,6.2
2,Romance,0.37,6.2
3,Thriller,0.37,6.2
0,Crime,0.36,6.3
1,Drama,0.36,6.3
2,Thriller,0.36,6.3
0,Biography,0.35,6.7
1,Drama,0.35,6.7
2,Music,0.35,6.7
0,Comedy,0.37,3.5
0,Drama,0.34,7.5
0,Comedy,0.34,6.6
1,Drama,0.34,6.6
0,Drama,0.33,7.5
1,Mystery,0.33,7.5
0,Action,0.33,7.2
1,Comedy,0.33,7.2
0,Horror,0.34,4.8
1,Thriller,0.34,4.8
0,Crime,0.32,6.6
1,Drama,0.32,6.6
2,Mystery,0.32,6.6
3,Thriller,0.32,6.6
0,Comedy,0.32,3.5
0,Biography,0.32,7.6
1,Drama,0.32,7.6
2,History,0.32,7.6
0,Action,0.37,6.3
1,Adventure,0.37,6.3
2,Drama,0.37,6.3
3,Mystery,0.37,6.3
0,Horror,0.3,5.5
0,Adventure,0.35,6.3
1,Comedy,0.35,6.3
0,Crime,0.3,6.5
1,Drama,0.3,6.5
2,Mystery,0.3,6.5
3,Thriller,0.3,6.5
0,Drama,0.31,6.9
1,Thriller,0.31,6.9
0,Comedy,0.27,7.6
1,Drama,0.27,7.6
2,Music,0.27,7.6
3,Romance,0.27,7.6
0,Horror,0.27,3.9
1,Mystery,0.27,3.9
0,Crime,0.53,6.1
1,Drama,0.53,6.1
2,Thriller,0.53,6.1
0,Crime,0.3,7.3
1,Drama,0.3,7.3
2,Romance,0.3,7.3
3,Thriller,0.3,7.3
0,Drama,0.34,8.3
1,Fantasy,0.34,8.3
2,Romance,0.34,8.3
3,Sci-Fi,0.34,8.3
0,Comedy,0.26,5.8
1,Family,0.26,5.8
2,Romance,0.26,5.8
0,Action,0.26,6.8
1,Crime,0.26,6.8
2,Drama,0.26,6.8
3,Thriller,0.26,6.8
0,Action,0.26,7.0
1,Comedy,0.26,7.0
2,Sci-Fi,0.26,7.0
0,Comedy,0.26,5.9
1,Crime,0.26,5.9
2,Family,0.26,5.9
3,Mystery,0.26,5.9
4,Romance,0.26,5.9
5,Thriller,0.26,5.9
0,Action,0.3,6.5
1,Horror,0.3,6.5
2,Sci-Fi,0.3,6.5
3,Thriller,0.3,6.5
0,Comedy,0.32,6.4
1,Romance,0.32,6.4
0,Adventure,0.23,5.8
1,Comedy,0.23,5.8
2,Family,0.23,5.8
3,Romance,0.23,5.8
0,Horror,0.23,5.1
1,Thriller,0.23,5.1
0,Action,0.21,6.8
1,Adventure,0.21,6.8
2,Drama,0.21,6.8
3,Romance,0.21,6.8
4,Western,0.21,6.8
0,Adventure,0.25,5.3
1,Animation,0.25,5.3
2,Comedy,0.25,5.3
3,Family,0.25,5.3
4,Romance,0.25,5.3
0,Action,0.23,5.3
1,Fantasy,0.23,5.3
2,Horror,0.23,5.3
3,Thriller,0.23,5.3
0,Comedy,0.21,4.9
1,Family,0.21,4.9
2,Fantasy,0.21,4.9
0,Comedy,0.21,6.8
1,Crime,0.21,6.8
2,Drama,0.21,6.8
0,Action,0.2,6.1
1,Horror,0.2,6.1
2,Thriller,0.2,6.1
0,Horror,0.32,8.5
1,Mystery,0.32,8.5
2,Thriller,0.32,8.5
0,Comedy,0.19,5.9
1,Romance,0.19,5.9
0,Drama,0.23,6.3
1,Romance,0.23,6.3
0,Comedy,0.19,5.9
1,Drama,0.19,5.9
0,Comedy,0.08,5.4
0,Comedy,0.18,6.9
1,Drama,0.18,6.9
2,Family,0.18,6.9
0,Drama,0.2,7.5
0,Adventure,0.18,8.2
1,Biography,0.18,8.2
2,Drama,0.18,8.2
0,Comedy,0.18,5.9
0,Adventure,0.18,5.0
1,Drama,0.18,5.0
2,Horror,0.18,5.0
3,Mystery,0.18,5.0
4,Thriller,0.18,5.0
0,Crime,0.26,7.3
1,Fantasy,0.26,7.3
2,Horror,0.26,7.3
0,Animation,0.18,6.4
1,Family,0.18,6.4
2,Fantasy,0.18,6.4
3,Mystery,0.18,6.4
0,Comedy,0.18,6.6
1,Drama,0.18,6.6
2,Romance,0.18,6.6
0,Action,0.17,7.8
1,Comedy,0.17,7.8
2,Crime,0.17,7.8
3,Fantasy,0.17,7.8
0,Comedy,0.17,4.0
1,Family,0.17,4.0
2,Music,0.17,4.0
3,Musical,0.17,4.0
0,Drama,0.16,7.6
0,Drama,0.16,7.7
0,Action,0.16,5.8
1,Crime,0.16,5.8
2,Drama,0.16,5.8
3,Thriller,0.16,5.8
0,Drama,1.91,5.2
1,Fantasy,1.91,5.2
2,Romance,1.91,5.2
0,Comedy,0.15,5.6
1,Romance,0.15,5.6
0,Comedy,0.15,5.3
1,Romance,0.15,5.3
0,Biography,0.08,6.6
1,Drama,0.08,6.6
2,History,0.08,6.6
0,Comedy,0.14,1.9
0,Action,0.16,5.7
1,Crime,0.16,5.7
2,Thriller,0.16,5.7
0,Action,0.14,6.6
1,Comedy,0.14,6.6
2,Crime,0.14,6.6
3,Thriller,0.14,6.6
0,Comedy,0.14,6.0
1,Romance,0.14,6.0
0,Action,0.14,6.1
1,Adventure,0.14,6.1
2,Sci-Fi,0.14,6.1
3,Thriller,0.14,6.1
0,Comedy,0.12,4.8
0,Action,0.14,6.2
1,Crime,0.14,6.2
2,Sci-Fi,0.14,6.2
3,Thriller,0.14,6.2
0,Comedy,0.13,7.5
1,Crime,0.13,7.5
0,Biography,0.13,6.3
1,Drama,0.13,6.3
2,History,0.13,6.3
0,Drama,0.13,7.1
1,Mystery,0.13,7.1
2,Romance,0.13,7.1
3,Thriller,0.13,7.1
4,War,0.13,7.1
0,Comedy,0.12,6.6
1,Drama,0.12,6.6
0,Action,0.12,6.1
1,Crime,0.12,6.1
2,Drama,0.12,6.1
3,Sport,0.12,6.1
0,Comedy,0.13,6.7
1,Drama,0.13,6.7
2,Fantasy,0.13,6.7
3,Romance,0.13,6.7
0,Action,0.12,5.6
1,Crime,0.12,5.6
2,Thriller,0.12,5.6
0,Drama,0.12,7.2
1,Fantasy,0.12,7.2
2,Horror,0.12,7.2
3,Mystery,0.12,7.2
0,Action,0.12,4.3
1,Comedy,0.12,4.3
2,Family,0.12,4.3
0,Comedy,0.11,6.4
0,Comedy,0.11,7.1
1,Drama,0.11,7.1
2,Music,0.11,7.1
3,War,0.11,7.1
0,Action,0.13,6.3
1,Crime,0.13,6.3
2,Drama,0.13,6.3
3,Thriller,0.13,6.3
0,Comedy,0.11,7.4
0,Comedy,0.11,6.1
1,Romance,0.11,6.1
0,Comedy,0.14,6.6
1,Drama,0.14,6.6
0,Comedy,0.11,6.0
1,Crime,0.11,6.0
0,Comedy,0.1,6.8
1,Musical,0.1,6.8
2,Romance,0.1,6.8
0,Comedy,0.09,7.4
0,Action,0.1,6.8
1,Crime,0.1,6.8
2,Thriller,0.1,6.8
0,Adventure,0.09,7.2
1,Drama,0.09,7.2
0,Comedy,0.09,1.9
1,Family,0.09,1.9
2,Sci-Fi,0.09,1.9
0,Action,0.08,5.5
1,Comedy,0.08,5.5
2,Crime,0.08,5.5
0,Action,0.08,4.5
1,Comedy,0.08,4.5
2,Crime,0.08,4.5
0,Comedy,0.08,6.3
1,Crime,0.08,6.3
2,Music,0.08,6.3
0,Comedy,0.08,6.7
1,Crime,0.08,6.7
2,Drama,0.08,6.7
3,Mystery,0.08,6.7
4,Romance,0.08,6.7
0,Adventure,0.07,2.8
1,Animation,0.07,2.8
2,Comedy,0.07,2.8
3,Family,0.07,2.8
4,Fantasy,0.07,2.8
0,Drama,0.09,5.0
1,Music,0.09,5.0
0,Comedy,0.07,4.3
1,Fantasy,0.07,4.3
0,Action,0.07,5.6
1,Comedy,0.07,5.6
2,Crime,0.07,5.6
3,Thriller,0.07,5.6
0,Drama,0.07,6.2
1,Horror,0.07,6.2
2,Sci-Fi,0.07,6.2
3,Thriller,0.07,6.2
0,Adventure,0.07,5.3
1,Comedy,0.07,5.3
0,Biography,0.06,7.4
1,Comedy,0.06,7.4
2,Drama,0.06,7.4
3,History,0.06,7.4
4,Music,0.06,7.4
5,Musical,0.06,7.4
0,Biography,0.06,6.5
1,Drama,0.06,6.5
2,Thriller,0.06,6.5
0,Animation,0.05,7.1
1,Drama,0.05,7.1
2,Mystery,0.05,7.1
3,Sci-Fi,0.05,7.1
4,Thriller,0.05,7.1
0,Biography,0.06,7.2
1,Drama,0.06,7.2
2,Sport,0.06,7.2
0,Horror,0.05,2.3
1,Sci-Fi,0.05,2.3
0,Comedy,0.05,6.4
1,Drama,0.05,6.4
2,Family,0.05,6.4
3,Music,0.05,6.4
4,Romance,0.05,6.4
0,Drama,0.05,6.1
1,Mystery,0.05,6.1
2,Romance,0.05,6.1
3,Thriller,0.05,6.1
0,Action,0.06,7.0
1,Crime,0.06,7.0
2,Drama,0.06,7.0
3,Thriller,0.06,7.0
0,Biography,0.04,7.0
1,Drama,0.04,7.0
0,Biography,0.04,7.0
1,Drama,0.04,7.0
2,Music,0.04,7.0
0,Action,0.04,4.9
1,Thriller,0.04,4.9
0,Adventure,0.04,6.9
1,Comedy,0.04,6.9
2,Drama,0.04,6.9
3,Romance,0.04,6.9
0,Comedy,0.03,7.5
1,Drama,0.03,7.5
2,Romance,0.03,7.5
0,Adventure,0.02,8.4
1,Animation,0.02,8.4
2,Fantasy,0.02,8.4
0,Comedy,0.02,6.9
1,Drama,0.02,6.9
2,Mystery,0.02,6.9
3,Romance,0.02,6.9
4,Thriller,0.02,6.9
5,War,0.02,6.9
0,Biography,0.02,4.5
1,Comedy,0.02,4.5
2,Musical,0.02,4.5
0,Crime,0.02,7.4
1,Drama,0.02,7.4
2,Western,0.02,7.4
0,Biography,0.02,7.0
1,Drama,0.02,7.0
2,Sport,0.02,7.0
0,Comedy,0.02,2.8
1,Music,0.02,2.8
0,Action,0.01,7.5
1,Drama,0.01,7.5
2,Sci-Fi,0.01,7.5
3,Thriller,0.01,7.5
0,Drama,0.01,7.1
1,War,0.01,7.1
0,Crime,0.01,6.4
1,Drama,0.01,6.4
2,Romance,0.01,6.4
3,Thriller,0.01,6.4
0,Drama,0.01,5.3
1,Romance,0.01,5.3
0,Action,0.0,6.9
1,Adventure,0.0,6.9
2,Animation,0.0,6.9
3,Family,0.0,6.9
4,Sci-Fi,0.0,6.9
5,Thriller,0.0,6.9
0,Drama,0.0,6.2
1,History,0.0,6.2
2,Sport,0.0,6.2
0,Action,0.0,6.4
1,Adventure,0.0,6.4
2,Drama,0.0,6.4
3,History,0.0,6.4
4,Romance,0.0,6.4
0,Comedy,0.0,6.0
1,Family,0.0,6.0
2,Fantasy,0.0,6.0
3,Sci-Fi,0.0,6.0
0,Action,0.01,5.1
1,Comedy,0.01,5.1
2,Crime,0.01,5.1
3,Fantasy,0.01,5.1
4,Horror,0.01,5.1
5,Mystery,0.01,5.1
6,Sci-Fi,0.01,5.1
7,Thriller,0.01,5.1
0,Crime,0.0,5.5
1,Drama,0.0,5.5
2,Mystery,0.0,5.5
0,Comedy,0.0,5.4
1,Drama,0.0,5.4
2,Fantasy,0.0,5.4
3,Romance,0.0,5.4
0,Drama,0.08,7.5
1,Romance,0.08,7.5
0,Action,0.0,7.4
1,Biography,0.0,7.4
2,Crime,0.0,7.4
3,Drama,0.0,7.4
0,Adventure,1.84,8.0
1,Drama,1.84,8.0
2,Western,1.84,8.0
0,Comedy,1.0,5.7
0,Crime,0.59,6.8
1,Drama,0.59,6.8
2,Mystery,0.59,6.8
3,Thriller,0.59,6.8
0,Comedy,0.51,5.9
1,Family,0.51,5.9
2,Romance,0.51,5.9
0,Horror,1.03,7.2
1,Mystery,1.03,7.2
0,Horror,0.42,5.5
0,Adventure,2.11,8.5
1,Comedy,2.11,8.5
2,Sci-Fi,2.11,8.5
0,Horror,0.41,5.6
1,Mystery,0.41,5.6
2,Thriller,0.41,5.6
0,Comedy,0.52,4.1
1,Drama,0.52,4.1
0,Comedy,0.28,6.1
1,Drama,0.28,6.1
2,Romance,0.28,6.1
0,Comedy,0.56,5.4
1,Romance,0.56,5.4
0,Biography,0.01,7.1
1,Drama,0.01,7.1
2,Thriller,0.01,7.1
0,Adventure,0.16,3.6
1,Comedy,0.16,3.6
2,Drama,0.16,3.6
3,Family,0.16,3.6
4,Fantasy,0.16,3.6
0,Horror,0.39,6.5
1,Thriller,0.39,6.5
0,Adventure,0.1,8.6
1,Animation,0.1,8.6
2,Family,0.1,8.6
3,Fantasy,0.1,8.6
0,Action,0.09,7.0
1,Adventure,0.09,7.0
2,Drama,0.09,7.0
3,History,0.09,7.0
4,Romance,0.09,7.0
0,Drama,0.21,7.6
1,War,0.21,7.6
0,Adventure,0.08,6.5
1,Comedy,0.08,6.5
2,Romance,0.08,6.5
0,Comedy,0.0,6.4
1,Romance,0.0,6.4
0,Comedy,0.07,6.3
1,Drama,0.07,6.3
2,Romance,0.07,6.3
0,Family,0.02,5.7
1,Fantasy,0.02,5.7
2,Music,0.02,5.7
0,Crime,0.01,6.3
1,Drama,0.01,6.3
2,Music,0.01,6.3
3,Thriller,0.01,6.3
0,Drama,0.64,6.0
1,Horror,0.64,6.0
2,Mystery,0.64,6.0
3,Thriller,0.64,6.0
0,Comedy,0.22,7.7
1,Drama,0.22,7.7
0,Horror,0.2,6.2
0,Adventure,0.11,7.7
1,Comedy,0.11,7.7
2,Drama,0.11,7.7
0,Comedy,0.18,6.4
1,Fantasy,0.18,6.4
2,Romance,0.18,6.4
0,Comedy,1.5,6.4
0,Action,1.2,6.9
1,Comedy,1.2,6.9
2,Crime,1.2,6.9
3,Fantasy,1.2,6.9
0,Comedy,1.15,7.3
1,Drama,1.15,7.3
2,Family,1.15,7.3
3,Fantasy,1.15,7.3
4,Romance,1.15,7.3
0,Comedy,1.29,7.3
0,Comedy,0.95,6.2
1,Romance,0.95,6.2
0,Action,0.76,6.6
1,Adventure,0.76,6.6
2,Sci-Fi,0.76,6.6
0,Drama,0.75,6.7
1,Horror,0.75,6.7
2,Thriller,0.75,6.7
0,Comedy,0.66,5.7
1,Romance,0.66,5.7
0,Action,0.14,3.1
1,Drama,0.14,3.1
2,Fantasy,0.14,3.1
3,Mystery,0.14,3.1
4,Thriller,0.14,3.1
0,Comedy,0.06,6.3
1,Drama,0.06,6.3
2,Romance,0.06,6.3
0,Comedy,0.65,5.7
1,Drama,0.65,5.7
0,Comedy,0.6,7.1
1,Crime,0.6,7.1
2,Drama,0.6,7.1
0,Comedy,0.54,7.0
1,Crime,0.54,7.0
0,Comedy,0.6,6.1
1,Family,0.6,6.1
2,Romance,0.6,6.1
0,Comedy,0.53,6.6
1,Family,0.53,6.6
0,Action,0.6,7.8
1,Horror,0.6,7.8
2,Sci-Fi,0.6,7.8
0,Biography,0.52,8.3
1,Drama,0.52,8.3
2,History,0.52,8.3
3,Music,0.52,8.3
0,Horror,0.44,3.9
1,Mystery,0.44,3.9
0,Comedy,0.86,7.0
0,Comedy,0.44,6.7
1,Drama,0.44,6.7
2,Romance,0.44,6.7
0,Drama,0.41,7.3
1,Mystery,0.41,7.3
0,Comedy,0.41,6.3
1,Drama,0.41,6.3
2,Fantasy,0.41,6.3
3,Romance,0.41,6.3
0,Comedy,0.42,7.8
1,Drama,0.42,7.8
2,Romance,0.42,7.8
0,Drama,0.33,7.3
0,Drama,0.31,7.6
1,History,0.31,7.6
2,Thriller,0.31,7.6
0,Drama,0.3,5.3
1,Music,0.3,5.3
2,Romance,0.3,5.3
0,Drama,0.27,7.9
1,History,0.27,7.9
2,War,0.27,7.9
0,Action,0.27,5.3
1,Comedy,0.27,5.3
0,Fantasy,0.21,6.8
1,Horror,0.21,6.8
0,Biography,0.44,7.1
1,Drama,0.44,7.1
2,Family,0.44,7.1
3,Sport,0.44,7.1
0,Comedy,0.24,5.8
1,Crime,0.24,5.8
2,Drama,0.24,5.8
0,Action,0.26,5.8
1,Adventure,0.26,5.8
2,Fantasy,0.26,5.8
0,Biography,0.0,8.3
1,Drama,0.0,8.3
2,Sport,0.0,8.3
0,Drama,0.23,5.6
1,Romance,0.23,5.6
0,Adventure,0.04,6.8
1,Fantasy,0.04,6.8
2,Mystery,0.04,6.8
3,Thriller,0.04,6.8
0,Comedy,0.22,5.0
1,Drama,0.22,5.0
2,Musical,0.22,5.0
3,Romance,0.22,5.0
0,Adventure,0.18,7.6
1,Biography,0.18,7.6
2,Drama,0.18,7.6
3,Thriller,0.18,7.6
0,Comedy,0.17,6.7
1,Crime,0.17,6.7
0,Drama,0.17,6.7
1,Music,0.17,6.7
2,Romance,0.17,6.7
0,Comedy,0.26,5.7
0,Comedy,0.17,5.2
1,Crime,0.17,5.2
0,Drama,0.16,7.5
0,Biography,0.18,7.2
1,Drama,0.18,7.2
0,Comedy,0.15,5.3
1,Romance,0.15,5.3
0,Comedy,0.15,6.5
1,Drama,0.15,6.5
2,Romance,0.15,6.5
0,Action,0.08,5.0
1,Adventure,0.08,5.0
2,Western,0.08,5.0
0,Drama,0.13,6.1
1,Thriller,0.13,6.1
0,Action,0.1,4.4
1,Crime,0.1,4.4
2,Thriller,0.1,4.4
0,Drama,0.08,7.5
0,Comedy,0.15,5.7
1,Drama,0.15,5.7
2,Romance,0.15,5.7
0,Adventure,0.09,5.5
1,Comedy,0.09,5.5
0,Comedy,0.08,7.1
1,Drama,0.08,7.1
2,Romance,0.08,7.1
0,Drama,0.07,5.9
1,Romance,0.07,5.9
0,Action,0.06,6.7
1,Adventure,0.06,6.7
2,Fantasy,0.06,6.7
0,Biography,0.07,7.0
1,Drama,0.07,7.0
2,Romance,0.07,7.0
0,Biography,0.06,7.9
1,Comedy,0.06,7.9
2,Drama,0.06,7.9
0,Drama,0.13,6.9
0,Adventure,0.06,7.3
1,Biography,0.06,7.3
2,Drama,0.06,7.3
3,History,0.06,7.3
4,War,0.06,7.3
0,Action,0.06,7.3
1,Crime,0.06,7.3
2,Thriller,0.06,7.3
0,Action,0.05,3.5
1,Sci-Fi,0.05,3.5
0,Drama,0.04,7.8
0,Adventure,0.04,6.7
1,Drama,0.04,6.7
2,Sci-Fi,0.04,6.7
3,Thriller,0.04,6.7
0,Comedy,0.03,6.4
1,Romance,0.03,6.4
0,Biography,0.04,7.1
1,Drama,0.04,7.1
2,Romance,0.04,7.1
3,War,0.04,7.1
0,Drama,0.02,7.8
1,Mystery,0.02,7.8
0,Action,0.04,5.9
1,Horror,0.04,5.9
2,Romance,0.04,5.9
3,Sci-Fi,0.04,5.9
4,Thriller,0.04,5.9
0,Crime,0.01,7.2
1,Drama,0.01,7.2
2,Mystery,0.01,7.2
3,Thriller,0.01,7.2
0,Action,0.0,6.2
1,Drama,0.0,6.2
2,History,0.0,6.2
3,Romance,0.0,6.2
4,War,0.0,6.2
5,Western,0.0,6.2
0,Action,0.0,6.7
1,Animation,0.0,6.7
2,Sci-Fi,0.0,6.7
3,Thriller,0.0,6.7
0,Comedy,1.21,7.6
0,Drama,0.58,6.2
1,Music,0.58,6.2
2,Musical,0.58,6.2
3,Romance,0.58,6.2
0,Action,0.51,6.5
1,Animation,0.51,6.5
2,Comedy,0.51,6.5
3,Crime,0.51,6.5
4,Family,0.51,6.5
0,Drama,0.23,8.1
1,History,0.23,8.1
2,War,0.23,8.1
0,Action,0.4,6.3
1,Crime,0.4,6.3
2,Drama,0.4,6.3
3,Thriller,0.4,6.3
0,Drama,0.07,4.4
1,Family,0.07,4.4
2,Music,0.07,4.4
3,Musical,0.07,4.4
0,Crime,0.0,6.0
1,Drama,0.0,6.0
2,Thriller,0.0,6.0
0,Fantasy,0.96,7.6
1,Horror,0.96,7.6
2,Thriller,0.96,7.6
0,Action,0.85,8.4
1,Adventure,0.85,8.4
2,Sci-Fi,0.85,8.4
0,Horror,0.72,5.6
1,Mystery,0.72,5.6
2,Thriller,0.72,5.6
0,Comedy,0.82,6.5
0,Adventure,0.72,7.5
1,Comedy,0.72,7.5
2,Drama,0.72,7.5
3,Romance,0.72,7.5
0,Comedy,0.19,6.3
0,Horror,0.47,7.9
1,Thriller,0.47,7.9
0,Action,0.0,7.9
1,Adventure,0.0,7.9
2,History,0.0,7.9
0,Comedy,0.38,5.1
1,Drama,0.38,5.1
2,Family,0.38,5.1
